src dest path
17 72 17,16,15,14,13,12,11,10,9,72
17 73 17,16,15,14,13,12,11,10,64,73
17 74 17,16,15,14,13,12,11,10,64,73,74
17 75 17,16,15,14,13,12,11,10,64,32,33,34,75
17 76 17,16,15,14,13,12,11,10,64,32,33,34,75,76
17 77 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77
17 78 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78
17 79 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79
17 80 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80
17 81 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81
17 82 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82
17 83 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83
17 84 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83,84
17 85 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85
17 86 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86
17 87 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87
17 88 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88
17 89 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88,89
17 90 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91,90
17 91 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91
17 92 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92
17 93 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93
17 94 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94
17 95 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95
17 96 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96
17 97 17,16,15,14,13,12,11,10,64,32,31,62,99,98,97
17 98 17,16,15,14,13,12,11,10,64,32,31,62,99,98
17 99 17,16,15,14,13,12,11,10,64,32,31,62,99
17 100 17,16,15,14,13,12,11,10,9,72,100
17 101 17,16,15,14,13,12,11,10,9,101
17 102 17,16,15,14,13,12,11,10,9,101,102
17 103 17,16,15,14,13,12,11,10,9,101,102,103
17 104 17,18,19,20,21,22,23,107,106,105,104
17 105 17,18,19,20,21,22,23,107,106,105
17 106 17,18,19,20,21,22,23,107,106
17 107 17,18,19,20,21,22,23,107
17 108 17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,108
17 109 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110,109
17 110 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110
17 111 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111
17 112 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112
17 113 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113
17 114 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114
17 115 17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114,115
17 116 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,116
17 117 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117
17 118 17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117,118
18 19 18,19
18 20 18,19,20
18 21 18,19,20,21
18 22 18,19,20,21,22
18 23 18,19,20,21,22,23
18 24 18,17,16,15,14,13,12,11,10,9,8,26,25,24
18 25 18,17,16,15,14,13,12,11,10,9,8,26,25
18 26 18,17,16,15,14,13,12,11,10,9,8,26
18 27 18,17,16,15,14,13,12,11,10,9,8,27
18 28 18,17,16,15,14,13,12,11,10,9,72,28
18 29 18,17,16,15,14,13,12,11,10,9,72,28,29
18 30 18,17,16,15,14,13,12,11,10,64,32,31,30
18 31 18,17,16,15,14,13,12,11,10,64,32,31
18 32 18,17,16,15,14,13,12,11,10,64,32
18 33 18,17,16,15,14,13,12,11,10,64,32,33
18 34 18,17,16,15,14,13,12,11,10,64,32,33,34
18 35 18,17,16,15,14,13,12,11,10,64,32,33,34,35
18 36 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36
18 37 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37
18 38 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38
18 39 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39
18 40 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40
18 41 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41
18 42 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42
18 43 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43
18 44 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,44
18 45 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45
18 46 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46
18 47 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47
18 48 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48
18 49 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49
18 50 18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50
18 51 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52,51
18 52 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52
18 53 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53
18 54 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,54
18 55 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55
18 56 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56
18 57 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57
18 58 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58
18 59 18,17,16,15,14,13,12,11,10,9,72,28,60,59
18 60 18,17,16,15,14,13,12,11,10,9,72,28,60
18 61 18,17,16,15,14,13,12,11,10,9,72,28,29,61
18 62 18,17,16,15,14,13,12,11,10,64,32,31,62
18 63 18,17,16,15,14,13,12,11,10,64,32,63
18 64 18,17,16,15,14,13,12,11,10,64
18 65 18,17,16,15,14,13,12,11,10,65
18 66 18,17,16,15,14,13,12,11,10,65,66
18 67 18,17,16,15,14,13,12,11,10,65,66,67
18 68 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,68
18 69 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69
18 70 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70
18 71 18,17,16,15,14,13,12,11,10,9,72,28,60,71
18 72 18,17,16,15,14,13,12,11,10,9,72
18 73 18,17,16,15,14,13,12,11,10,64,73
18 74 18,17,16,15,14,13,12,11,10,64,73,74
18 75 18,17,16,15,14,13,12,11,10,64,32,33,34,75
18 76 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76
18 77 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77
18 78 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78
18 79 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79
18 80 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80
18 81 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81
18 82 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82
18 83 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83
18 84 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83,84
18 85 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85
18 86 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86
18 87 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87
18 88 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88
18 89 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88,89
18 90 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91,90
18 91 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91
18 92 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92
18 93 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93
18 94 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94
18 95 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95
18 96 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96
18 97 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97
18 98 18,17,16,15,14,13,12,11,10,64,32,31,62,99,98
18 99 18,17,16,15,14,13,12,11,10,64,32,31,62,99
18 100 18,17,16,15,14,13,12,11,10,9,72,100
18 101 18,17,16,15,14,13,12,11,10,9,101
18 102 18,17,16,15,14,13,12,11,10,9,101,102
18 103 18,19,20,21,22,23,107,106,105,104,103
18 104 18,19,20,21,22,23,107,106,105,104
18 105 18,19,20,21,22,23,107,106,105
18 106 18,19,20,21,22,23,107,106
18 107 18,19,20,21,22,23,107
18 108 18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,108
18 109 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110,109
18 110 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110
18 111 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111
18 112 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112
18 113 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113
18 114 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114
18 115 18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114,115
18 116 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,116
18 117 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117
18 118 18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117,118
19 20 19,20
19 21 19,20,21
19 22 19,20,21,22
19 23 19,20,21,22,23
19 24 19,18,17,16,15,14,13,12,11,10,9,8,26,25,24
19 25 19,18,17,16,15,14,13,12,11,10,9,8,26,25
19 26 19,18,17,16,15,14,13,12,11,10,9,8,26
19 27 19,18,17,16,15,14,13,12,11,10,9,8,27
19 28 19,18,17,16,15,14,13,12,11,10,9,72,28
19 29 19,18,17,16,15,14,13,12,11,10,9,72,28,29
19 30 19,18,17,16,15,14,13,12,11,10,64,32,31,30
19 31 19,18,17,16,15,14,13,12,11,10,64,32,31
19 32 19,18,17,16,15,14,13,12,11,10,64,32
19 33 19,18,17,16,15,14,13,12,11,10,64,32,33
19 34 19,18,17,16,15,14,13,12,11,10,64,32,33,34
19 35 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35
19 36 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36
19 37 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37
19 38 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38
19 39 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39
19 40 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40
19 41 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41
19 42 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42
19 43 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43
19 44 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,44
19 45 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45
19 46 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46
19 47 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47
19 48 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48
19 49 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49
19 50 19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50
19 51 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52,51
19 52 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52
19 53 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53
19 54 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,54
19 55 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55
19 56 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56
19 57 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57
19 58 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58
19 59 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59
19 60 19,18,17,16,15,14,13,12,11,10,9,72,28,60
19 61 19,18,17,16,15,14,13,12,11,10,9,72,28,29,61
19 62 19,18,17,16,15,14,13,12,11,10,64,32,31,62
19 63 19,18,17,16,15,14,13,12,11,10,64,32,63
19 64 19,18,17,16,15,14,13,12,11,10,64
19 65 19,18,17,16,15,14,13,12,11,10,65
19 66 19,18,17,16,15,14,13,12,11,10,65,66
19 67 19,18,17,16,15,14,13,12,11,10,65,66,67
19 68 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,68
19 69 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69
19 70 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70
19 71 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71
19 72 19,18,17,16,15,14,13,12,11,10,9,72
19 73 19,18,17,16,15,14,13,12,11,10,64,73
19 74 19,18,17,16,15,14,13,12,11,10,64,73,74
19 75 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75
19 76 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76
19 77 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77
19 78 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78
19 79 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79
19 80 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80
19 81 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81
19 82 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82
19 83 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83
19 84 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83,84
19 85 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85
19 86 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86
19 87 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87
19 88 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88
19 89 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88,89
19 90 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91,90
19 91 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91
19 92 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92
19 93 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93
19 94 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94
19 95 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95
19 96 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96
19 97 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97
19 98 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98
19 99 19,18,17,16,15,14,13,12,11,10,64,32,31,62,99
19 100 19,18,17,16,15,14,13,12,11,10,9,72,100
19 101 19,18,17,16,15,14,13,12,11,10,9,101
19 102 19,20,21,22,23,107,106,105,104,103,102
19 103 19,20,21,22,23,107,106,105,104,103
19 104 19,20,21,22,23,107,106,105,104
19 105 19,20,21,22,23,107,106,105
19 106 19,20,21,22,23,107,106
19 107 19,20,21,22,23,107
19 108 19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,108
19 109 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110,109
19 110 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110
19 111 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111
19 112 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112
19 113 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113
19 114 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114
19 115 19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114,115
19 116 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,116
19 117 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117
19 118 19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117,118
20 21 20,21
20 22 20,21,22
20 23 20,21,22,23
20 24 20,19,18,17,16,15,14,13,12,11,10,9,8,26,25,24
20 25 20,19,18,17,16,15,14,13,12,11,10,9,8,26,25
20 26 20,19,18,17,16,15,14,13,12,11,10,9,8,26
20 27 20,19,18,17,16,15,14,13,12,11,10,9,8,27
20 28 20,19,18,17,16,15,14,13,12,11,10,9,72,28
20 29 20,19,18,17,16,15,14,13,12,11,10,9,72,28,29
20 30 20,19,18,17,16,15,14,13,12,11,10,64,32,31,30
20 31 20,19,18,17,16,15,14,13,12,11,10,64,32,31
20 32 20,19,18,17,16,15,14,13,12,11,10,64,32
20 33 20,19,18,17,16,15,14,13,12,11,10,64,32,33
20 34 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34
20 35 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35
20 36 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36
20 37 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37
20 38 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38
20 39 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39
20 40 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40
20 41 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41
20 42 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42
20 43 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43
20 44 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,44
20 45 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45
20 46 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46
20 47 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47
20 48 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48
20 49 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49
20 50 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50
20 51 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52,51
20 52 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,52
20 53 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53
20 54 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,53,54
20 55 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55
20 56 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56
20 57 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57
20 58 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58
20 59 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59
20 60 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60
20 61 20,19,18,17,16,15,14,13,12,11,10,9,72,28,29,61
20 62 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62
20 63 20,19,18,17,16,15,14,13,12,11,10,64,32,63
20 64 20,19,18,17,16,15,14,13,12,11,10,64
20 65 20,19,18,17,16,15,14,13,12,11,10,65
20 66 20,19,18,17,16,15,14,13,12,11,10,65,66
20 67 20,19,18,17,16,15,14,13,12,11,10,65,66,67
20 68 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,68
20 69 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69
20 70 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70
20 71 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71
20 72 20,19,18,17,16,15,14,13,12,11,10,9,72
20 73 20,19,18,17,16,15,14,13,12,11,10,64,73
20 74 20,19,18,17,16,15,14,13,12,11,10,64,73,74
20 75 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75
20 76 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76
20 77 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77
20 78 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78
20 79 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79
20 80 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80
20 81 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81
20 82 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82
20 83 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83
20 84 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,81,82,83,84
20 85 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85
20 86 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86
20 87 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87
20 88 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88
20 89 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,85,86,87,88,89
20 90 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91,90
20 91 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92,91
20 92 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93,92
20 93 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94,93
20 94 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95,94
20 95 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96,95
20 96 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97,96
20 97 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98,97
20 98 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99,98
20 99 20,19,18,17,16,15,14,13,12,11,10,64,32,31,62,99
20 100 20,19,18,17,16,15,14,13,12,11,10,9,72,100
20 101 20,21,22,23,107,106,105,104,103,102,101
20 102 20,21,22,23,107,106,105,104,103,102
20 103 20,21,22,23,107,106,105,104,103
20 104 20,21,22,23,107,106,105,104
20 105 20,21,22,23,107,106,105
20 106 20,21,22,23,107,106
20 107 20,21,22,23,107
20 108 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,59,58,57,56,55,108
20 109 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110,109
20 110 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,110
20 111 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111
20 112 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112
20 113 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113
20 114 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114
20 115 20,19,18,17,16,15,14,13,12,11,10,9,72,28,60,71,70,69,111,112,113,114,115
20 116 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,116
20 117 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117
20 118 20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,75,76,77,78,79,80,117,118
21 22 21,22
21 23 21,22,23
21 24 21,20,19,18,17,16,15,14,13,12,11,10,9,8,26,25,24
21 25 21,20,19,18,17,16,15,14,13,12,11,10,9,8,26,25
21 26 21,20,19,18,17,16,15,14,13,12,11,10,9,8,26
21 27 21,20,19,18,17,16,15,14,13,12,11,10,9,8,27
21 28 21,20,19,18,17,16,15,14,13,12,11,10,9,72,28
21 29 21,20,19,18,17,16,15,14,13,12,11,10,9,72,28,29
21 30 21,20,19,18,17,16,15,14,13,12,11,10,64,32,31,30
21 31 21,20,19,18,17,16,15,14,13,12,11,10,64,32,31
21 32 21,20,19,18,17,16,15,14,13,12,11,10,64,32
21 33 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33
21 34 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34
21 35 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35
21 36 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36
21 37 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37
21 38 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38
21 39 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39
21 40 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40
21 41 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41
21 42 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42
21 43 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43
21 44 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,44
21 45 21,20,19,18,17,16,15,14,13,12,11,10,64,32,33,34,35,36,37,38,39,40,41,42,43,45
