"2017-04-07","行天宮",30340,32290
"2017-04-07","西門",76480,78323
"2017-04-07","西湖",19149,19460
"2017-04-07","辛亥",3525,3255
"2017-04-07","亞東醫院",24119,21672
"2017-04-07","奇岩",10743,9354
"2017-04-07","府中",32644,29715
"2017-04-07","忠孝復興",52159,54195
"2017-04-07","忠孝敦化",41336,44044
"2017-04-07","忠孝新生",36498,35917
"2017-04-07","忠義",3120,3166
"2017-04-07","昆陽",15931,16503
"2017-04-07","明德",14289,13621
"2017-04-07","東門",26302,26917
"2017-04-07","東湖",8861,9095
"2017-04-07","松山",26274,25303
"2017-04-07","松山機場",6443,6080
"2017-04-07","松江南京",40966,43574
"2017-04-07","芝山",25018,25292
"2017-04-07","信義安和",18927,20275
"2017-04-07","南京三民",24352,25914
"2017-04-07","南京復興",40578,43619
"2017-04-07","南港",20087,19517
"2017-04-07","南港展覽館",47194,44573
"2017-04-07","南港軟體園區",5094,4905
"2017-04-07","南勢角",23402,22504
"2017-04-07","後山埤",18781,18386
"2017-04-07","科技大樓",16689,16387
"2017-04-07","紅樹林",7935,7138
"2017-04-07","徐匯中學",12902,13374
"2017-04-07","海山",22881,23463
"2017-04-07","迴龍",10810,10120
"2017-04-07","動物園",7455,7215
"2017-04-07","唭哩岸",8440,7850
"2017-04-07","國父紀念館",24178,25968
"2017-04-07","淡水",36379,35513
"2017-04-07","頂埔",8536,8134
"2017-04-07","頂溪",38938,39949
"2017-04-07","善導寺",23658,25343
"2017-04-07","復興崗",3845,3730
"2017-04-07","景安",27589,26877
"2017-04-07","景美",17907,17835
"2017-04-07","港墘",17196,16996
"2017-04-07","菜寮",10898,10586
"2017-04-07","象山",12710,11195
"2017-04-07","圓山",27785,28485
"2017-04-07","新北投",7397,6704
"2017-04-07","新店",13456,11799
"2017-04-07","新店區公所",12049,12474
"2017-04-07","新埔",44555,42560
